conceptUri,preferredLabel,altLabels,skillType,reuseLevel,description
http://data.europa.eu/esco/skill/7b9e53f3-a116-436b-a9b6-84a26c839759,analyse election procedures,"scrutinise election procedures
investigate election procedures
investigate balloting procedures
test election procedures
scrutinise balloting procedures
inquire into election procedures
analyze election procedures
test balloting procedures
inquire into balloting procedures",skill/competence,cross-sector,"Analyse the proceedings during elections and campaigns in order to monitor the voting behaviour of the public, identify ways in which the election campaign can be improved for politicians, and to predict the election outcomes."
http://data.europa.eu/esco/skill/7ba2ce03-ac36-4cf5-9383-e665ed0d86c3,recreation activities,"activities for recreation
freetime activities
leisure activities",knowledge,cross-sector,The field and characteristics of recreational activities for customers.
http://data.europa.eu/esco/skill/7ba8eea9-3f9c-422b-90db-1a11eb6ff904,disaggregate the production plan,"disaggregate a production plan
disaggregate production plans
split the production plan
re arrange the production plan
separate the production plan",skill/competence,cross-sector,"Splits production plan in daily, weekly, and monthly plans with clear objectives and targets required."
http://data.europa.eu/esco/skill/7bb01a18-4637-4535-ba18-258f48f705b8,clean rooms,"rooms tidying
tidy rooms
room cleaning
cleaning rooms
room tidying
tidying rooms",skill/competence,cross-sector,"Clean rooms by cleaning glasswork and windows, polishing furniture, vacuuming carpets, scrubing hard floors, and removing garbage."
http://data.europa.eu/esco/skill/7bb5d9af-0a7e-48a7-a860-0e1ded0f6e75,design customer experiences,"design a customer experience
deliver customer experience programmes
design experiences for customers
deliver better customer experiences",skill/competence,cross-sector,Create customer experiences to maximise client's satisfaction and profitability.
http://data.europa.eu/esco/skill/7bb85eab-18df-437c-adce-7b729abb315e,types of literature genres,"types of a literature genre
kinds of literature genres
categories of literature genres
varieties of literature genres
literature genres varieties
brands of literature genres
types of literary genres
type of literature genre",knowledge,cross-sector,"The different literary genres in the history of literature, their technique, tone, content and length."
http://data.europa.eu/esco/skill/7bd84008-afc2-4f72-8b49-a1dc4723d479,understand spoken Finnish,"understand Finnish speech
interpret spoken Finnish
make sense of spoken Finnish
comprehend spoken Finnish
listen to Finnish",skill/competence,transversal,Comprehend orally expressed Finnish.
http://data.europa.eu/esco/skill/7bdcdadb-146c-475f-8cff-921c6fd5f858,test for behavioural patterns,"test for behavioural pattern
test for behavioral patterns
test for behavioral pattern
discern pattern in behaviour
discern patterns in behavior
discern patterns in behaviour",skill/competence,cross-sector,Discern patterns in the behaviour of individuals by using various tests in order to understand the causes of their behaviour.
http://data.europa.eu/esco/skill/7bf0c60a-9303-414b-a43c-21c28a98d4ff,geographical routes,"geographical route
geographical passages
a geographical route
geographical avenues
geographical directions
geographical routeing
geographical journeys",knowledge,cross-sector,The interpretation of geographical information such as locations and distances between them.
http://data.europa.eu/esco/skill/7c05199f-7b03-4a4a-afee-7c9dfcf9066a,plan resource allocation,"manage resource allocation
calculate future needs of resources
forecast resource future needs
plan future needs of resources
resource allocation planning",skill/competence,cross-sector,"Plan future needs of various resources such as time, money and specific process resources."
http://data.europa.eu/esco/skill/7c127140-3a91-4fe2-b33e-12567d78ef0f,fuel gas,"oxyacetylene gas
oxy-hydrogen fuel gas
oxyacetylene fuel
oxy-acetylene fuel
oxy-acetylene fuel gas
oxy-gasoline fuel gas
oxy-hydrogen fuel fuel
oxy-fueloline fuel fuel",knowledge,cross-sector,"The various qualities, hazards and applications of gaseous fuels, such as oxy-acetylene, oxy-gasoline, oxy-hydrogen and others."
http://data.europa.eu/esco/skill/7c16e933-2a3f-40e8-855c-f9e5c5a56199,understand written Walloon,"understand Walloon writing
interpret written Walloon
comprehend written Walloon
read Walloon
make sense of written Walloon",skill/competence,transversal,Read and comprehend written texts in ​Walloon.
http://data.europa.eu/esco/skill/7c2e97a5-ac3d-4c01-9a3b-2e395f45d34a,write Croatian,"show competency in written Croatian
correspond in written Croatian",skill/competence,transversal,Compose written texts in Croatian.
http://data.europa.eu/esco/skill/7c32a84c-2733-4bc7-8909-3b3413c9cc88,make logistical arrangements,"make arrangements for logistics
make logistical arrangements for accommodation
make logistic arrangements
coordinate logistical transport plans",skill/competence,cross-sector,"Cooperate with coach operators, transport providers and accommodation providers in order to schedule transport, accommodation and activities."
http://data.europa.eu/esco/skill/7c3865d1-e5a9-4043-a7a4-2e9e30468c0b,perform office routine activities,"perform office routine activity
perform office activities
performing office routine activities
conduct office routine activities
do office routine activities",skill/competence,cross-sector,"Program, prepare, and perform activities required to be performed everyday in offices such as mailing, receiving supplies, updating managers and employees, and keeping operations running smoothly."
http://data.europa.eu/esco/skill/7c3a172a-4c14-4a32-b4d7-bfc9913f9e25,study aerial photos,"study aerial photo
measure aerial photos
studying aerial photo
analyze aerial photos
studying aerial photos
monitor aerial photos
aerial photo analysis",skill/competence,cross-sector,Use aerial photos to study phenomena on Earth's surface.
http://data.europa.eu/esco/skill/7c3a52ff-a0b5-432c-a731-b9ea109963d6,produce airport lighting system reports,"produce reports on airport lighting systems
compose reports on airport lighting systems
conduct airport lighting system reporting activities
compose airport lighting reports
compose airport lighting system reports
produce airport lighting reports
report on airport lighting system activities
develop operational reports on airport lighting system inspections and interventions
report on airport lighting system inspections and interventions
develop operational reports on airport lighting system activities",skill/competence,cross-sector,Produce operational reports on inspection and intervention of airport lighting systems. Transmit reports to the airport operational department and ATC.
